month,year,pf_id,status,local_time,op_months,fixed_price,avg_energy_MWh,degradation_factor,revenue,opex,interest,debt_repay,gross_cf,tax,after_tax_fcf,token_cf_75pct,distribution,nav_contribution,curtailment,contracted_price
332,27.67,15,POST,128,116,266.86,107.92,0.952701,27435964.0,1666667.0,1666667.0,2222222.0,21880408.0,4813690.0,17066719.0,12800039.0,12800039.0,1183918748.0,0,266.86
332,27.67,16,POST,116,104,258.82,107.92,0.957488,26743663.0,1666667.0,1666667.0,2222222.0,21188107.0,4661384.0,16526724.0,12395043.0,12395043.0,1235788818.0,0,258.82
332,27.67,17,POST,104,92,254.5,107.92,0.9623,26429581.0,1666667.0,1666667.0,2222222.0,20874025.0,4592286.0,16281740.0,12211305.0,12211305.0,1302372367.0,0,254.5
332,27.67,18,POST,92,80,275.19,107.92,0.967135,28721901.0,1666667.0,1666667.0,2222222.0,23166345.0,5096596.0,18069749.0,13552312.0,13552312.0,1536329123.0,0,275.19
332,27.67,19,POST,80,68,279.89,107.92,0.971995,29358284.0,1666667.0,1666667.0,2222222.0,23802729.0,5236600.0,18566128.0,13924596.0,13924596.0,1668732070.0,0,279.89
332,27.67,20,POST,68,56,247.51,107.92,0.97688,26093079.0,1666667.0,1666667.0,2222222.0,20537523.0,4518255.0,16019268.0,12014451.0,12014451.0,1514979892.0,0,247.51
332,27.67,21,POST,56,44,233.41,107.92,0.981789,24730167.0,1666667.0,1666667.0,2222222.0,19174611.0,4218414.0,14956197.0,11217148.0,11217148.0,1482237420.0,0,233.41
332,27.67,22,POST,44,32,236.52,107.92,0.986722,25185793.0,1666667.0,1666667.0,2222222.0,19630238.0,4318652.0,15311586.0,11483689.0,11483689.0,1584537291.0,0,236.52
332,27.67,23,POST,32,20,245.86,107.92,0.991681,26311656.0,1666667.0,1666667.0,2222222.0,20756101.0,4566342.0,16189759.0,12142319.0,12142319.0,1743991623.0,0,245.86
332,27.67,24,POST,20,8,254.33,107.92,0.996664,27354343.0,1666667.0,1666667.0,2222222.0,21798787.0,4795733.0,17003054.0,12752290.0,12752290.0,1901263115.0,0,254.33
332,27.67,25,PRE,8,0,249.85,107.92,1.0,26962449.0,1666667.0,1666667.0,2222222.0,21406893.0,4709517.0,16697377.0,12523033.0,0.0,1855246024.0,0,
333,27.75,5,POST,249,237,217.92,107.71,0.905745,21260410.0,1666667.0,1666667.0,0.0,17927076.0,3943957.0,13983120.0,10487340.0,10487340.0,28264804.0,0,217.92
333,27.75,6,POST,237,225,202.41,107.71,0.910296,19847105.0,1666667.0,1666667.0,0.0,16513772.0,3633030.0,12880742.0,9660557.0,9660557.0,127687493.0,0,202.41
333,27.75,7,POST,225,213,198.62,107.71,0.914871,19573182.0,1666667.0,1666667.0,0.0,16239848.0,3572767.0,12667082.0,9500311.0,9500311.0,221737474.0,0,198.62
333,27.75,8,POST,213,201,210.81,107.71,0.919468,20878825.0,1666667.0,1666667.0,0.0,17545492.0,3860008.0,13685484.0,10264113.0,10264113.0,339541610.0,0,210.81
333,27.75,9,POST,201,189,216.44,107.71,0.924088,21543918.0,1666667.0,1666667.0,0.0,18210584.0,4006329.0,14204256.0,10653192.0,10653192.0,452286149.0,0,216.44
333,27.75,10,POST,189,177,251.22,107.71,0.928732,25132001.0,1666667.0,1666667.0,2222222.0,19576445.0,4306818.0,15269627.0,11452221.0,11452221.0,589571932.0,0,251.22
333,27.75,11,POST,177,165,270.52,107.71,0.933399,27198245.0,1666667.0,1666667.0,2222222.0,21642689.0,4761392.0,16881298.0,12660973.0,12660973.0,761841794.0,0,270.52
333,27.75,12,POST,165,153,267.81,107.71,0.93809,27060936.0,1666667.0,1666667.0,2222222.0,21505380.0,4731184.0,16774197.0,12580647.0,12580647.0,862333332.0,0,267.81
333,27.75,13,POST,153,141,265.18,107.71,0.942804,26929889.0,1666667.0,1666667.0,2222222.0,21374333.0,4702353.0,16671980.0,12503985.0,12503985.0,957942640.0,0,265.18
333,27.75,14,POST,141,129,267.36,107.71,0.947541,27288290.0,1666667.0,1666667.0,2222222.0,21732735.0,4781202.0,16951533.0,12713650.0,12713650.0,1072848307.0,0,267.36
333,27.75,15,POST,129,117,266.86,107.71,0.952303,27373328.0,1666667.0,1666667.0,2222222.0,21817773.0,4799910.0,17017863.0,12763397.0,12763397.0,1172713219.0,0,266.86
333,27.75,16,POST,117,105,258.82,107.71,0.957088,26682608.0,1666667.0,1666667.0,2222222.0,21127052.0,4647951.0,16479101.0,12359326.0,12359326.0,1224927033.0,0,258.82
333,27.75,17,POST,105,93,254.5,107.71,0.961898,26369243.0,1666667.0,1666667.0,2222222.0,20813687.0,4579011.0,16234676.0,12176007.0,12176007.0,1291667810.0,0,254.5
333,27.75,18,POST,93,81,275.19,107.71,0.966731,28656329.0,1666667.0,1666667.0,2222222.0,23100774.0,5082170.0,18018604.0,13513953.0,13513953.0,1524545976.0,0,275.19
333,27.75,19,POST,81,69,279.89,107.71,0.971589,29291260.0,1666667.0,1666667.0,2222222.0,23735704.0,5221855.0,18513849.0,13885387.0,13885387.0,1656657323.0,0,279.89
333,27.75,20,POST,69,57,247.51,107.71,0.976472,26033509.0,1666667.0,1666667.0,2222222.0,20477953.0,4505150.0,15972803.0,11979603.0,11979603.0,1504439002.0,0,247.51
333,27.75,21,POST,57,45,233.41,107.71,0.981379,24673708.0,1666667.0,1666667.0,2222222.0,19118153.0,4205994.0,14912159.0,11184119.0,11184119.0,1472328112.0,0,233.41
333,27.75,22,POST,45,33,236.52,107.71,0.98631,25128295.0,1666667.0,1666667.0,2222222.0,19572739.0,4306003.0,15266737.0,11450053.0,11450053.0,1574408562.0,0,236.52
333,27.75,23,POST,33,21,245.86,107.71,0.991266,26251587.0,1666667.0,1666667.0,2222222.0,20696032.0,4553127.0,16142905.0,12107179.0,12107179.0,1733333294.0,0,245.86
333,27.75,24,POST,21,9,254.33,107.71,0.996248,27291893.0,1666667.0,1666667.0,2222222.0,21736338.0,4781994.0,16954343.0,12715758.0,12715758.0,1890115079.0,0,254.33
