month,year,pf_id,status,local_time,op_months,fixed_price,avg_energy_MWh,degradation_factor,revenue,opex,interest,debt_repay,gross_cf,tax,after_tax_fcf,token_cf_75pct,distribution,nav_contribution,curtailment,contracted_price
160,13.33,11,PRE,4,0,262.44,105.54,1.0,27698933.0,1666667.0,1666667.0,2222222.0,22143378.0,4871543.0,17271835.0,12953876.0,0.0,1867350649.0,0,
161,13.42,0,POST,161,149,174.7,106.55,0.939658,17491332.0,1666667.0,1666667.0,2222222.0,11935776.0,2625871.0,9309905.0,6982429.0,6982429.0,497613595.0,0,174.7
161,13.42,1,POST,137,125,192.38,106.55,0.949126,19456226.0,1666667.0,1666667.0,2222222.0,13900671.0,3058148.0,10842523.0,8131892.0,8131892.0,706778672.0,0,192.38
161,13.42,2,POST,113,101,205.03,106.55,0.958689,20944217.0,1666667.0,1666667.0,2222222.0,15388661.0,3385506.0,12003156.0,9002367.0,9002367.0,913396466.0,0,205.03
161,13.42,3,POST,101,89,220.83,106.55,0.963506,22671547.0,1666667.0,1666667.0,2222222.0,17115991.0,3765518.0,13350473.0,10012855.0,10012855.0,1084921036.0,0,220.83
161,13.42,4,POST,89,77,218.71,106.55,0.968348,22567021.0,1666667.0,1666667.0,2222222.0,17011466.0,3742522.0,13268943.0,9951708.0,9951708.0,1144482846.0,0,218.71
161,13.42,5,POST,77,65,217.92,106.55,0.973214,22597700.0,1666667.0,1666667.0,2222222.0,17042144.0,3749272.0,13292873.0,9969654.0,9969654.0,1210565114.0,0,217.92
161,13.42,6,POST,65,53,202.41,106.55,0.978105,21095498.0,1666667.0,1666667.0,2222222.0,15539942.0,3418787.0,12121155.0,9090866.0,9090866.0,1160239399.0,0,202.41
161,13.42,7,POST,53,41,198.62,106.55,0.98302,20804344.0,1666667.0,1666667.0,2222222.0,15248789.0,3354734.0,11894055.0,8920541.0,8920541.0,1191956152.0,0,198.62
161,13.42,8,POST,41,29,210.81,106.55,0.987959,22192113.0,1666667.0,1666667.0,2222222.0,16636558.0,3660043.0,12976515.0,9732386.0,9732386.0,1356804365.0,0,210.81
161,13.42,9,POST,29,17,216.44,106.55,0.992924,22899041.0,1666667.0,1666667.0,2222222.0,17343485.0,3815567.0,13527918.0,10145939.0,10145939.0,1471281746.0,0,216.44
161,13.42,10,POST,17,5,251.22,106.55,0.997914,26712816.0,1666667.0,1666667.0,2222222.0,21157261.0,4654597.0,16502663.0,12376997.0,12376997.0,1861867265.0,0,251.22
161,13.42,11,PRE,5,0,264.93,106.55,1.0,28229182.0,1666667.0,1666667.0,2222222.0,22673627.0,4988198.0,17685429.0,13264072.0,0.0,1926635231.0,0,
162,13.5,0,POST,162,150,174.7,106.94,0.939266,17547205.0,1666667.0,1666667.0,2222222.0,11991650.0,2638163.0,9353487.0,7015115.0,7015115.0,495191155.0,0,174.7
162,13.5,1,POST,138,126,192.38,106.94,0.948729,19518376.0,1666667.0,1666667.0,2222222.0,13962821.0,3071821.0,10891000.0,8168250.0,8168250.0,704798125.0,0,192.38
162,13.5,2,POST,114,102,205.03,106.94,0.958288,21011120.0,1666667.0,1666667.0,2222222.0,15455565.0,3400224.0,12055341.0,9041505.0,9041505.0,912074309.0,0,205.03
162,13.5,3,POST,102,90,220.83,106.94,0.963104,22743968.0,1666667.0,1666667.0,2222222.0,17188412.0,3781451.0,13406962.0,10055221.0,10055221.0,1083831074.0,0,220.83
162,13.5,4,POST,90,78,218.71,106.94,0.967944,22639109.0,1666667.0,1666667.0,2222222.0,17083553.0,3758382.0,13325171.0,9993879.0,9993879.0,1143882735.0,0,218.71
162,13.5,5,POST,78,66,217.92,106.94,0.972808,22669885.0,1666667.0,1666667.0,2222222.0,17114330.0,3765153.0,13349177.0,10011883.0,10011883.0,1210420493.0,0,217.92
162,13.5,6,POST,66,54,202.41,106.94,0.977696,21162884.0,1666667.0,1666667.0,2222222.0,15607329.0,3433612.0,12173717.0,9130287.0,9130287.0,1160626104.0,0,202.41
162,13.5,7,POST,54,42,198.62,106.94,0.982609,20870801.0,1666667.0,1666667.0,2222222.0,15315245.0,3369354.0,11945891.0,8959419.0,8959419.0,1192746576.0,0,198.62
162,13.5,8,POST,42,30,210.81,106.94,0.987547,22263003.0,1666667.0,1666667.0,2222222.0,16707447.0,3675638.0,13031809.0,9773857.0,9773857.0,1357940911.0,0,210.81
162,13.5,9,POST,30,18,216.44,106.94,0.992509,22972189.0,1666667.0,1666667.0,2222222.0,17416633.0,3831659.0,13584974.0,10188730.0,10188730.0,1472804089.0,0,216.44
162,13.5,10,POST,18,6,251.22,106.94,0.997497,26798146.0,1666667.0,1666667.0,2222222.0,21242591.0,4673370.0,16569221.0,12426916.0,12426916.0,1863850243.0,0,251.22
162,13.5,11,PRE,6,0,268.51,106.94,1.0,28713838.0,1666667.0,1666667.0,2222222.0,23158282.0,5094822.0,18063460.0,13547595.0,0.0,1981703743.0,0,
163,13.58,0,POST,163,151,174.7,108.1,0.938874,17730880.0,1666667.0,1666667.0,2222222.0,12175324.0,2678571.0,9496753.0,7122565.0,7122565.0,497936337.0,0,174.7
163,13.58,1,POST,139,127,192.38,108.1,0.948333,19722684.0,1666667.0,1666667.0,2222222.0,14167128.0,3116768.0,11050360.0,8287770.0,8287770.0,709879226.0,0,192.38
163,13.58,2,POST,115,103,205.03,108.1,0.957888,21231053.0,1666667.0,1666667.0,2222222.0,15675497.0,3448609.0,12226888.0,9170166.0,9170166.0,919668514.0,0,205.03
163,13.58,3,POST,103,91,220.83,108.1,0.962702,22982039.0,1666667.0,1666667.0,2222222.0,17426483.0,3833826.0,13592657.0,10194493.0,10194493.0,1093066637.0,0,220.83
163,13.58,4,POST,91,79,218.71,108.1,0.967539,22876082.0,1666667.0,1666667.0,2222222.0,17320526.0,3810516.0,13510011.0,10132508.0,10132508.0,1154208285.0,0,218.71
163,13.58,5,POST,79,67,217.92,108.1,0.972401,22907181.0,1666667.0,1666667.0,2222222.0,17351625.0,3817358.0,13534268.0,10150701.0,10150701.0,1221842531.0,0,217.92
163,13.58,6,POST,67,55,202.41,108.1,0.977288,21384405.0,1666667.0,1666667.0,2222222.0,15828850.0,3482347.0,12346503.0,9259877.0,9259877.0,1172375384.0,0,202.41
163,13.58,7,POST,55,43,198.62,108.1,0.982199,21089265.0,1666667.0,1666667.0,2222222.0,15533709.0,3417416.0,12116293.0,9087220.0,9087220.0,1205280643.0,0,198.62
163,13.58,8,POST,43,31,210.81,108.1,0.987134,22496039.0,1666667.0,1666667.0,2222222.0,16940484.0,3726906.0,13213577.0,9910183.0,9910183.0,1372158645.0,0,210.81
163,13.58,9,POST,31,19,216.44,108.1,0.992095,23212648.0,1666667.0,1666667.0,2222222.0,17657093.0,3884560.0,13772532.0,10329399.0,10329399.0,1488377364.0,0,216.44
163,13.58,10,POST,19,7,251.22,108.1,0.99708,27078654.0,1666667.0,1666667.0,2222222.0,21523099.0,4735082.0,16788017.0,12591013.0,12591013.0,1882847817.0,0,251.22
163,13.58,11,PRE,7,0,271.02,108.1,1.0,29298070.0,1666667.0,1666667.0,2222222.0,23742515.0,5223353.0,18519161.0,13889371.0,0.0,2045057774.0,0,
164,13.67,0,POST,164,152,174.7,108.18,0.938481,17736910.0,1666667.0,1666667.0,2222222.0,12181355.0,2679898.0,9501457.0,7126092.0,7126092.0,493325987.0,0,174.7
164,13.67,1,POST,140,128,192.38,108.18,0.947937,19729391.0,1666667.0,1666667.0,2222222.0,14173836.0,3118244.0,11055592.0,8291694.0,8291694.0,704965243.0,0,192.38
164,13.67,2,POST,116,104,205.03,108.18,0.957488,21238274.0,1666667.0,1666667.0,2222222.0,15682718.0,3450198.0,12232520.0,9174390.0,9174390.0,914688952.0,0,205.03
164,13.67,3,POST,104,92,220.83,108.18,0.9623,22989855.0,1666667.0,1666667.0,2222222.0,17434300.0,3835546.0,13598754.0,10199065.0,10199065.0,1087760976.0,0,220.83
164,13.67,4,POST,92,80,218.71,108.18,0.967135,22883862.0,1666667.0,1666667.0,2222222.0,17328307.0,3812227.0,13516079.0,10137059.0,10137059.0,1149166250.0,0,218.71
164,13.67,5,POST,80,68,217.92,108.18,0.971995,22914972.0,1666667.0,1666667.0,2222222.0,17359416.0,3819072.0,13540345.0,10155258.0,10155258.0,1217012336.0,0,217.92
164,13.67,6,POST,68,56,202.41,108.18,0.97688,21391679.0,1666667.0,1666667.0,2222222.0,15836123.0,3483947.0,12352176.0,9264132.0,9264132.0,1168174362.0,0,202.41
164,13.67,7,POST,56,44,198.62,108.18,0.981789,21096437.0,1666667.0,1666667.0,2222222.0,15540882.0,3418994.0,12121888.0,9091416.0,9091416.0,1201342554.0,0,198.62
164,13.67,8,POST,44,32,210.81,108.18,0.986722,22503691.0,1666667.0,1666667.0,2222222.0,16948135.0,3728590.0,13219545.0,9914659.0,9914659.0,1368040063.0,0,210.81
164,13.67,9,POST,32,20,216.44,108.18,0.991681,23220543.0,1666667.0,1666667.0,2222222.0,17664988.0,3886297.0,13778690.0,10334018.0,10334018.0,1484266753.0,0,216.44
164,13.67,10,POST,20,8,251.22,108.18,0.996664,27087864.0,1666667.0,1666667.0,2222222.0,21532308.0,4737108.0,16795201.0,12596400.0,12596400.0,1878021177.0,0,251.22
164,13.67,11,PRE,8,0,271.26,108.18,1.0,29346145.0,1666667.0,1666667.0,2222222.0,23790589.0,5233930.0,18556659.0,13917495.0,0.0,2061830959.0,0,
165,13.75,0,POST,165,153,174.7,107.79,0.93809,17665300.0,1666667.0,1666667.0,2222222.0,12109745.0,2664144.0,9445601.0,7084201.0,7084201.0,485582505.0,0,174.7
165,13.75,1,POST,141,129,192.38,107.79,0.947541,19649737.0,1666667.0,1666667.0,2222222.0,14094182.0,3100720.0,10993462.0,8245096.0,8245096.0,695766961.0,0,192.38
165,13.75,2,POST,117,105,205.03,107.79,0.957088,21152528.0,1666667.0,1666667.0,2222222.0,15596972.0,3431334.0,12165638.0,9124229.0,9124229.0,904298082.0,0,205.03
165,13.75,3,POST,105,93,220.83,107.79,0.961898,22897037.0,1666667.0,1666667.0,2222222.0,17341482.0,3815126.0,13526356.0,10144767.0,10144767.0,1076187693.0,0,220.83
165,13.75,4,POST,93,81,218.71,107.79,0.966731,22791472.0,1666667.0,1666667.0,2222222.0,17235917.0,3791902.0,13444015.0,10083011.0,10083011.0,1137492093.0,0,218.71
165,13.75,5,POST,81,69,217.92,107.79,0.971589,22822456.0,1666667.0,1666667.0,2222222.0,17266901.0,3798718.0,13468182.0,10101137.0,10101137.0,1205160675.0,0,217.92
165,13.75,6,POST,69,57,202.41,107.79,0.976472,21305313.0,1666667.0,1666667.0,2222222.0,15749758.0,3464947.0,12284811.0,9213608.0,9213608.0,1157076073.0,0,202.41
165,13.75,7,POST,57,45,198.62,107.79,0.981379,21011264.0,1666667.0,1666667.0,2222222.0,15455708.0,3400256.0,12055452.0,9041589.0,9041589.0,1190275759.0,0,198.62
165,13.75,8,POST,45,33,210.81,107.79,0.98631,22412836.0,1666667.0,1666667.0,2222222.0,16857280.0,3708602.0,13148678.0,9861509.0,9861509.0,1355980152.0,0,210.81
165,13.75,9,POST,33,21,216.44,107.79,0.991266,23126794.0,1666667.0,1666667.0,2222222.0,17571238.0,3865672.0,13705566.0,10279175.0,10279175.0,1471625710.0,0,216.44
165,13.75,10,POST,21,9,251.22,107.79,0.996248,26978501.0,1666667.0,1666667.0,2222222.0,21422946.0,4713048.0,16709898.0,12532423.0,12532423.0,1862863608.0,0,251.22
165,13.75,11,PRE,9,0,271.8,107.79,1.0,29298245.0,1666667.0,1666667.0,2222222.0,23742690.0,5223392.0,18519298.0,13889474.0,0.0,2069639810.0,0,
166,13.83,0,POST,166,154,174.7,106.58,0.937698,17458925.0,1666667.0,1666667.0,2222222.0,11903370.0,2618741.0,9284628.0,6963471.0,6963471.0,472531559.0,0,174.7
166,13.83,1,POST,142,130,192.38,106.58,0.947146,19420179.0,1666667.0,1666667.0,2222222.0,13864623.0,3050217.0,10814406.0,8110805.0,8110805.0,679267747.0,0,192.38
166,13.83,2,POST,118,106,205.03,106.58,0.956688,20905413.0,1666667.0,1666667.0,2222222.0,15349858.0,3376969.0,11972889.0,8979667.0,8979667.0,884650332.0,0,205.03
166,13.83,3,POST,106,94,220.83,106.58,0.961496,22629542.0,1666667.0,1666667.0,2222222.0,17073987.0,3756277.0,13317710.0,9988282.0,9988282.0,1053877430.0,0,220.83
166,13.83,4,POST,94,82,218.71,106.58,0.966328,22525211.0,1666667.0,1666667.0,2222222.0,16969655.0,3733324.0,13236331.0,9927248.0,9927248.0,1114442557.0,0,218.71
166,13.83,5,POST,82,70,217.92,106.58,0.971184,22555833.0,1666667.0,1666667.0,2222222.0,17000277.0,3740061.0,13260216.0,9945162.0,9945162.0,1181253188.0,0,217.92
166,13.83,6,POST,70,58,202.41,106.58,0.976064,21056414.0,1666667.0,1666667.0,2222222.0,15500858.0,3410189.0,12090669.0,9068002.0,9068002.0,1134124239.0,0,202.41
166,13.83,7,POST,58,46,198.62,106.58,0.980969,20765800.0,1666667.0,1666667.0,2222222.0,15210244.0,3346254.0,11863990.0,8897993.0,8897993.0,1166947967.0,0,198.62
166,13.83,8,POST,46,34,210.81,106.58,0.985898,22150997.0,1666667.0,1666667.0,2222222.0,16595442.0,3650997.0,12944445.0,9708333.0,9708333.0,1330252333.0,0,210.81
166,13.83,9,POST,34,22,216.44,106.58,0.990852,22856615.0,1666667.0,1666667.0,2222222.0,17301059.0,3806233.0,13494826.0,10121120.0,10121120.0,1444293942.0,0,216.44
166,13.83,10,POST,22,10,251.22,106.58,0.995832,26663325.0,1666667.0,1666667.0,2222222.0,21107769.0,4643709.0,16464060.0,12348045.0,12348045.0,1829905345.0,0,251.22
166,13.83,11,PRE,10,0,274.04,106.58,1.0,29206843.0,1666667.0,1666667.0,2222222.0,23651287.0,5203283.0,18448004.0,13836003.0,0.0,2073033645.0,0,
167,13.92,0,POST,167,155,174.7,105.5,0.937306,17275277.0,1666667.0,1666667.0,2222222.0,11719721.0,2578339.0,9141382.0,6856037.0,6856037.0,460524673.0,0,174.7
167,13.92,1,POST,143,131,192.38,105.5,0.94675,19215900.0,1666667.0,1666667.0,2222222.0,13660345.0,3005276.0,10655069.0,7991302.0,7991302.0,664153176.0,0,192.38
167,13.92,2,POST,119,107,205.03,105.5,0.956289,20685511.0,1666667.0,1666667.0,2222222.0,15129956.0,3328590.0,11801365.0,8851024.0,8851024.0,866717054.0,0,205.03
167,13.92,3,POST,107,95,220.83,105.5,0.961094,22391505.0,1666667.0,1666667.0,2222222.0,16835949.0,3703909.0,13132040.0,9849030.0,9849030.0,1033537705.0,0,220.83
167,13.92,4,POST,95,83,218.71,105.5,0.965924,22288270.0,1666667.0,1666667.0,2222222.0,16732715.0,3681197.0,13051518.0,9788638.0,9788638.0,1093465153.0,0,218.71
167,13.92,5,POST,83,71,217.92,105.5,0.970778,22318570.0,1666667.0,1666667.0,2222222.0,16763015.0,3687863.0,13075151.0,9806364.0,9806364.0,1159527656.0,0,217.92
167,13.92,6,POST,71,59,202.41,105.5,0.975656,20834923.0,1666667.0,1666667.0,2222222.0,15279368.0,3361461.0,11917907.0,8938430.0,8938430.0,1113306154.0,0,202.41
167,13.92,7,POST,59,47,198.62,105.5,0.980559,20547366.0,1666667.0,1666667.0,2222222.0,14991811.0,3298198.0,11693612.0,8770209.0,8770209.0,1145816525.0,0,198.62
167,13.92,8,POST,47,35,210.81,105.5,0.985486,21917993.0,1666667.0,1666667.0,2222222.0,16362438.0,3599736.0,12762701.0,9572026.0,9572026.0,1306961953.0,0,210.81
167,13.92,9,POST,35,23,216.44,105.5,0.990439,22616189.0,1666667.0,1666667.0,2222222.0,17060633.0,3753339.0,13307294.0,9980470.0,9980470.0,1419571834.0,0,216.44
167,13.92,10,POST,23,11,251.22,105.5,0.995416,26382856.0,1666667.0,1666667.0,2222222.0,20827300.0,4582006.0,16245294.0,12183971.0,12183971.0,1800097627.0,0,251.22
167,13.92,11,PRE,11,0,273.45,105.5,1.0,28848833.0,1666667.0,1666667.0,2222222.0,23293278.0,5124521.0,18168756.0,13626567.0,0.0,2052377147.0,0,
168,14.0,0,POST,168,156,174.7,105.12,0.936915,17205441.0,1666667.0,1666667.0,2222222.0,11649885.0,2562975.0,9086911.0,6815183.0,6815183.0,453077501.0,0,174.7
168,14.0,1,POST,144,132,192.38,105.12,0.946355,19138219.0,1666667.0,1666667.0,2222222.0,13582664.0,2988186.0,10594478.0,7945858.0,7945858.0,655283571.0,0,192.38
168,14.0,2,POST,120,108,205.03,105.12,0.95589,20601890.0,1666667.0,1666667.0,2222222.0,15046334.0,3310193.0,11736141.0,8802105.0,8802105.0,856680379.0,0,205.03
168,14.0,3,POST,108,96,220.83,105.12,0.960693,22300987.0,1666667.0,1666667.0,2222222.0,16745431.0,3683995.0,13061436.0,9796077.0,9796077.0,1022347521.0,0,220.83
168,14.0,4,POST,96,84,218.71,105.12,0.965521,22198170.0,1666667.0,1666667.0,2222222.0,16642614.0,3661375.0,12981239.0,9735929.0,9735929.0,1082173558.0,0,218.71
168,14.0,5,POST,84,72,217.92,105.12,0.970373,22228347.0,1666667.0,1666667.0,2222222.0,16672791.0,3668014.0,13004777.0,9753583.0,9753583.0,1148060249.0,0,217.92
168,14.0,6,POST,72,60,202.41,105.12,0.975249,20750698.0,1666667.0,1666667.0,2222222.0,15195142.0,3342931.0,11852211.0,8889158.0,8889158.0,1102568686.0,0,202.41
168,14.0,7,POST,60,48,198.62,105.12,0.98015,20464303.0,1666667.0,1666667.0,2222222.0,14908748.0,3279924.0,11628823.0,8721617.0,8721617.0,1135106887.0,0,198.62
168,14.0,8,POST,48,36,210.81,105.12,0.985075,21829389.0,1666667.0,1666667.0,2222222.0,16273834.0,3580243.0,12693590.0,9520193.0,9520193.0,1295283370.0,0,210.81
168,14.0,9,POST,36,24,216.44,105.12,0.990025,22524762.0,1666667.0,1666667.0,2222222.0,16969207.0,3733225.0,13235981.0,9926986.0,9926986.0,1407325209.0,0,216.44
168,14.0,10,POST,24,12,251.22,105.12,0.995,26276202.0,1666667.0,1666667.0,2222222.0,20720647.0,4558542.0,16162105.0,12121578.0,12121578.0,1785399785.0,0,251.22
168,14.0,11,POST,12,0,270.52,105.12,1.0,28436518.0,1666667.0,1666667.0,2222222.0,22880962.0,5033812.0,17847150.0,13385363.0,13385363.0,2043075122.0,0,270.52
169,14.08,0,POST,169,157,174.7,103.9,0.936523,16999042.0,1666667.0,1666667.0,2222222.0,11443487.0,2517567.0,8925920.0,6694440.0,6694440.0,440416404.0,0,174.7
169,14.08,1,POST,145,133,192.38,103.9,0.945959,18908635.0,1666667.0,1666667.0,2222222.0,13353080.0,2937678.0,10415402.0,7811552.0,7811552.0,639185412.0,0,192.38
169,14.08,2,POST,121,109,205.03,103.9,0.95549,20354747.0,1666667.0,1666667.0,2222222.0,14799191.0,3255822.0,11543369.0,8657527.0,8657527.0,837433273.0,0,205.03
169,14.08,3,POST,109,97,220.83,103.9,0.960292,22033461.0,1666667.0,1666667.0,2222222.0,16477906.0,3625139.0,12852767.0,9639575.0,9639575.0,1000454593.0,0,220.83
169,14.08,4,POST,97,85,218.71,103.9,0.965117,21931878.0,1666667.0,1666667.0,2222222.0,16376322.0,3602791.0,12773531.0,9580149.0,9580149.0,1059525317.0,0,218.71
169,14.08,5,POST,85,73,217.92,103.9,0.969967,21961693.0,1666667.0,1666667.0,2222222.0,16406137.0,3609350.0,12796787.0,9597590.0,9597590.0,1124541000.0,0,217.92
169,14.08,6,POST,73,61,202.41,103.9,0.974841,20501770.0,1666667.0,1666667.0,2222222.0,14946214.0,3288167.0,11658047.0,8743535.0,8743535.0,1079968133.0,0,202.41
169,14.08,7,POST,61,49,198.62,103.9,0.97974,20218811.0,1666667.0,1666667.0,2222222.0,14663255.0,3225916.0,11437339.0,8578004.0,8578004.0,1112114262.0,0,198.62
169,14.08,8,POST,49,37,210.81,103.9,0.984663,21567522.0,1666667.0,1666667.0,2222222.0,16011966.0,3522633.0,12489333.0,9367000.0,9367000.0,1269900505.0,0,210.81
169,14.08,9,POST,37,25,216.44,103.9,0.989612,22254553.0,1666667.0,1666667.0,2222222.0,16698997.0,3673779.0,13025218.0,9768913.0,9768913.0,1380337500.0,0,216.44
169,14.08,10,POST,25,13,251.22,103.9,0.994584,25960990.0,1666667.0,1666667.0,2222222.0,20405435.0,4489196.0,15916239.0,11937179.0,11937179.0,1752828099.0,0,251.22
169,14.08,11,POST,13,1,270.52,103.9,0.999582,28095390.0,1666667.0,1666667.0,2222222.0,22539834.0,4958764.0,17581071.0,13185803.0,13185803.0,2006831004.0,0,270.52
169,14.08,12,PRE,1,0,265.96,103.9,1.0,27633179.0,1666667.0,1666667.0,2222222.0,22077624.0,4857077.0,17220546.0,12915410.0,0.0,1811903177.0,0,
170,14.17,0,POST,170,158,174.7,103.86,0.936132,16985137.0,1666667.0,1666667.0,2222222.0,11429582.0,2514508.0,8915074.0,6686305.0,6686305.0,435238456.0,0,174.7
170,14.17,1,POST,146,134,192.38,103.86,0.945564,18893168.0,1666667.0,1666667.0,2222222.0,13337612.0,2934275.0,10403338.0,7802503.0,7802503.0,633413416.0,0,192.38
170,14.17,2,POST,122,110,205.03,103.86,0.955091,20338097.0,1666667.0,1666667.0,2222222.0,14782541.0,3252159.0,11530382.0,8647787.0,8647787.0,831305614.0,0,205.03
170,14.17,3,POST,110,98,220.83,103.86,0.959891,22015438.0,1666667.0,1666667.0,2222222.0,16459882.0,3621174.0,12838708.0,9629031.0,9629031.0,993789941.0,0,220.83
170,14.17,4,POST,98,86,218.71,103.86,0.964714,21913938.0,1666667.0,1666667.0,2222222.0,16358382.0,3598844.0,12759538.0,9569653.0,9569653.0,1053021907.0,0,218.71
170,14.17,5,POST,86,74,217.92,103.86,0.969562,21943728.0,1666667.0,1666667.0,2222222.0,16388173.0,3605398.0,12782775.0,9587081.0,9587081.0,1118142303.0,0,217.92
170,14.17,6,POST,74,62,202.41,103.86,0.974434,20484999.0,1666667.0,1666667.0,2222222.0,14929444.0,3284478.0,11644966.0,8733725.0,8733725.0,1074210128.0,0,202.41
170,14.17,7,POST,62,50,198.62,103.86,0.979331,20202272.0,1666667.0,1666667.0,2222222.0,14646716.0,3222278.0,11424439.0,8568329.0,8568329.0,1106550847.0,0,198.62
170,14.17,8,POST,50,38,210.81,103.86,0.984252,21549879.0,1666667.0,1666667.0,2222222.0,15994324.0,3518751.0,12475572.0,9356679.0,9356679.0,1263953470.0,0,210.81
170,14.17,9,POST,38,26,216.44,103.86,0.989198,22236348.0,1666667.0,1666667.0,2222222.0,16680793.0,3669774.0,13011018.0,9758264.0,9758264.0,1374246824.0,0,216.44
170,14.17,10,POST,26,14,251.22,103.86,0.994169,25939754.0,1666667.0,1666667.0,2222222.0,20384198.0,4484524.0,15899675.0,11924756.0,11924756.0,1745583291.0,0,251.22
170,14.17,11,POST,14,2,270.52,103.86,0.999165,28072408.0,1666667.0,1666667.0,2222222.0,22516852.0,4953707.0,17563145.0,13172359.0,13172359.0,1998990636.0,0,270.52
170,14.17,12,PRE,2,0,264.03,103.86,1.0,27422214.0,1666667.0,1666667.0,2222222.0,21866658.0,4810665.0,17055993.0,12791995.0,0.0,1812466833.0,0,
171,14.25,0,POST,171,159,174.7,104.19,0.935741,17032104.0,1666667.0,1666667.0,2222222.0,11476548.0,2524841.0,8951708.0,6713781.0,6713781.0,432350575.0,0,174.7
171,14.25,1,POST,147,135,192.38,104.19,0.945169,18945411.0,1666667.0,1666667.0,2222222.0,13389855.0,2945768.0,10444087.0,7833065.0,7833065.0,630827679.0,0,192.38
171,14.25,2,POST,123,111,205.03,104.19,0.954692,20394335.0,1666667.0,1666667.0,2222222.0,14838779.0,3264531.0,11574248.0,8680686.0,8680686.0,829247329.0,0,205.03
171,14.25,3,POST,111,99,220.83,104.19,0.95949,22076314.0,1666667.0,1666667.0,2222222.0,16520759.0,3634567.0,12886192.0,9664644.0,9664644.0,991857804.0,0,220.83
171,14.25,4,POST,99,87,218.71,104.19,0.964311,21974533.0,1666667.0,1666667.0,2222222.0,16418978.0,3612175.0,12806803.0,9605102.0,9605102.0,1051544247.0,0,218.71
171,14.25,5,POST,87,75,217.92,104.19,0.969157,22004406.0,1666667.0,1666667.0,2222222.0,16448851.0,3618747.0,12830104.0,9622578.0,9622578.0,1117080661.0,0,217.92
171,14.25,6,POST,75,63,202.41,104.19,0.974027,20541644.0,1666667.0,1666667.0,2222222.0,14986088.0,3296939.0,11689149.0,8766862.0,8766862.0,1073709161.0,0,202.41
171,14.25,7,POST,63,51,198.62,104.19,0.978922,20258134.0,1666667.0,1666667.0,2222222.0,14702579.0,3234567.0,11468012.0,8601009.0,8601009.0,1106433389.0,0,198.62
171,14.25,8,POST,51,39,210.81,104.19,0.983841,21609468.0,1666667.0,1666667.0,2222222.0,16053913.0,3531861.0,12522052.0,9391539.0,9391539.0,1264084803.0,0,210.81
171,14.25,9,POST,39,27,216.44,104.19,0.988785,22297835.0,1666667.0,1666667.0,2222222.0,16742280.0,3683302.0,13058978.0,9794234.0,9794234.0,1374696758.0,0,216.44
171,14.25,10,POST,27,15,251.22,104.19,0.993754,26011482.0,1666667.0,1666667.0,2222222.0,20455926.0,4500304.0,15955622.0,11966717.0,11966717.0,1746270913.0,0,251.22
171,14.25,11,POST,15,3,270.52,104.19,0.998748,28150033.0,1666667.0,1666667.0,2222222.0,22594477.0,4970785.0,17623692.0,13217769.0,13217769.0,2000051992.0,0,270.52
171,14.25,12,PRE,3,0,262.41,104.19,1.0,27340892.0,1666667.0,1666667.0,2222222.0,21785337.0,4792774.0,16992563.0,12744422.0,0.0,1822072602.0,0,
172,14.33,0,POST,172,160,174.7,105.42,0.935351,17226808.0,1666667.0,1666667.0,2222222.0,11671252.0,2567676.0,9103577.0,6827683.0,6827683.0,434915055.0,0,174.7
172,14.33,1,POST,148,136,192.38,105.42,0.944775,19161987.0,1666667.0,1666667.0,2222222.0,13606431.0,2993415.0,10613016.0,7959762.0,7959762.0,635866582.0,0,192.38
172,14.33,2,POST,124,112,205.03,105.42,0.954294,20627475.0,1666667.0,1666667.0,2222222.0,15071919.0,3315822.0,11756097.0,8817073.0,8817073.0,836957190.0,0,205.03
172,14.33,3,POST,112,100,220.83,105.42,0.959089,22328682.0,1666667.0,1666667.0,2222222.0,16773126.0,3690088.0,13083038.0,9812279.0,9812279.0,1001298921.0,0,220.83
172,14.33,4,POST,100,88,218.71,105.42,0.963909,22225737.0,1666667.0,1666667.0,2222222.0,16670182.0,3667440.0,13002742.0,9752056.0,9752056.0,1062155716.0,0,218.71
172,14.33,5,POST,88,76,217.92,105.42,0.968753,22255952.0,1666667.0,1666667.0,2222222.0,16700396.0,3674087.0,13026309.0,9769732.0,9769732.0,1128867094.0,0,217.92
172,14.33,6,POST,76,64,202.41,105.42,0.973621,20776468.0,1666667.0,1666667.0,2222222.0,15220912.0,3348601.0,11872311.0,8904234.0,8904234.0,1085871748.0,0,202.41
172,14.33,7,POST,64,52,198.62,105.42,0.978513,20489717.0,1666667.0,1666667.0,2222222.0,14934162.0,3285516.0,11648646.0,8736485.0,8736485.0,1119442214.0,0,198.62
172,14.33,8,POST,52,40,210.81,105.42,0.98343,21856499.0,1666667.0,1666667.0,2222222.0,16300943.0,3586208.0,12714736.0,9536052.0,9536052.0,1278874701.0,0,210.81
172,14.33,9,POST,40,28,216.44,105.42,0.988372,22552735.0,1666667.0,1666667.0,2222222.0,16997180.0,3739380.0,13257800.0,9943350.0,9943350.0,1390927330.0,0,216.44
172,14.33,10,POST,28,16,251.22,105.42,0.993339,26308834.0,1666667.0,1666667.0,2222222.0,20753279.0,4565721.0,16187557.0,12140668.0,12140668.0,1766105861.0,0,251.22
